,id,number,nationwide_number,name,original_name,sex,year_of_birth,nationality,military_civilian,selection,year_of_selection,mission_number,total_number_of_missions,occupation,year_of_mission,mission_title,ascend_shuttle,in_orbit,descend_shuttle,hours_mission,total_hrs_sum,field21,eva_hrs_mission,total_eva_hrs
1130,1131,474,304,"Reisman, Garrett E.","Reisman, Garrett E.",male,1968,U.S.,civilian,NASA-17,1998,1,2,flight engineer,2008,16,STS-123,ISS,STS-124,2289.0,2473.0,1,7.0,21.2
1131,1132,474,304,"Reisman, Garrett E.","Reisman, Garrett E.",male,1968,U.S.,civilian,NASA-17,1998,2,2,MSP,2010,STS-132,STS-132,STS-132,STS-132,282.0,2473.0,2,14.18,21.2
1132,1133,475,101,"Volkov, Sergei",Сергей Александрович Волков,male,1973,U.S.S.R/Russia,military,TsPK-12,1997,1,3,commander,2008,17,Soyuz TMA­12,ISS,Soyuz TMA­12,4768.0,12786.32,2,12.2,23.28
1133,1134,475,101,"Volkov, Sergei",Сергей Александрович Волков,male,1973,U.S.S.R/Russia,military,TsPK-12,1997,2,3,commander,2011,28,Soyuz TMA­02M,ISS,Soyuz TMA­02M,4014.0,12786.32,1,6.367000000000001,23.28
1134,1135,475,101,"Volkov, Sergei",Сергей Александрович Волков,male,1973,U.S.S.R/Russia,military,TsPK-12,1997,3,3,commander,2015,45,Soyuz TMA­18M,ISS,Soyuz TMA­18M,4003.0,12786.32,1,4.72,23.28
1135,1136,476,102,"Kononenko, Oleg D.",Олег Дмитриевич Кононенко,male,1964,U.S.S.R/Russia,military,MKS,1996,1,4,flight engineer,2008,17,Soyuz TMA­12,ISS,Soyuz TMA­12,3168.0,16081.0,2,12.2,32.2
1136,1137,476,102,"Kononenko, Oleg D.",Олег Дмитриевич Кононенко,male,1964,U.S.S.R/Russia,military,MKS,1996,2,4,commander,2011,30,Soyuz TMA­03M,ISS,Soyuz TMA­03M,4626.0,16081.0,1,6.25,32.2
1137,1138,476,102,"Kononenko, Oleg D.",Олег Дмитриевич Кононенко,male,1964,U.S.S.R/Russia,military,MKS,1996,3,4,commander,2015,44,Soyuz TMA­17M,ISS,Soyuz TMA­17M,3400.0,16081.0,0,0.0,32.2
1138,1139,476,102,"Kononenko, Oleg D.",Олег Дмитриевич Кононенко,male,1964,U.S.S.R/Russia,military,MKS,1996,4,4,commander,2018,57,Soyuz MS-11,ISS,Soyuz MS-11,4887.0,16081.0,2,13.75,32.2
1139,1140,477,1,"Yi, Soyeon (Lee So-hyun)",이소연,female,1978,Korea,civilian,South Korea,2006,1,1,Other (Space tourist),2008,Soyuz TMA-12 / Soyuz TMA-11,Soyuz TMA-12,Soyuz TMA-12,Soyuz TMA-11,261.0,261.0,0,0.0,0.0
1140,1141,478,305,"Ham, Kenneth T.","Ham, Kenneth T.",male,1964,U.S.,military,NASA Astronaut Group 17,1998,1,2,pilot,2008,STS-124,STS-124,STS-124,STS-124,330.0,612.0,0,0.0,0.0
1141,1142,478,305,"Ham, Kenneth T.","Ham, Kenneth T.",male,1964,U.S.,military,NASA Astronaut Group 18,1998,2,2,commander,2010,STS-132,STS-132,STS-132,STS-132,282.0,612.0,0,0.0,0.0
1142,1143,479,306,"Nyberg, Karen L.","Nyberg, Karen L.",female,1969,U.S.,civilian,NASA- 18,2000,1,2,MSP,2008,STS-124,STS-124,STS-124,STS-124,330.0,4320.0,0,0.0,0.0
1143,1144,479,306,"Nyberg, Karen L.","Nyberg, Karen L.",female,1969,U.S.,civilian,NASA- 18,2000,2,2,flight engineer,2013,36,Soyuz TMA-09M,ISS,Soyuz TMA-09M,3990.0,4320.0,0,0.0,0.0
1144,1145,480,307,"Garan, Ronald J., Jr.","Garan, Ronald J., Jr.",male,1961,U.S.,military,NASA Astronaut Group 18,2000,1,2,MSP,2008,STS-124,STS-124,STS-124,STS-124,330.0,4272.0,3,20.5,27.0
1145,1146,480,307,"Garan, Ronald J., Jr.","Garan, Ronald J., Jr.",male,1961,U.S.,military,NASA Astronaut Group 18,2000,2,2,MSP,2008,27,soyuz TMA-21,ISS,soyuz TMA-21,3942.0,4272.0,1,6.5,27.0
1146,1147,481,7,"Hoshide, Akihiko",星出彰彦,male,1968,Japan,civilian,NASDA-4,1999,1,2,MSP,2008,STS-124,STS-124,STS-124,STS-124,306.25,3377.5,0,0.0,21.38
1147,1148,481,7,"Hoshide, Akihiko",星出彰彦,male,1968,Japan,civilian,NASDA-4,1999,2,2,flight engineer,2012,32,Soyuz TMA-05M,ISS,Soyuz TMA-05M,3047.25,3377.5,3,21.38,21.38
1148,1149,482,308,"Chamitoff, Gregory","Chamitoff, Gregory",male,1962,U.S.,civilian,NASA-17,1998,1,2,flight engineer,2008,17,STS-124,ISS,STS-126,4392.5,4770.0,0,0.0,13.72
1149,1150,482,308,"Chamitoff, Gregory","Chamitoff, Gregory",male,1962,U.S.,civilian,NASA-17,1998,2,2,MSP,2011,STS-134,STS-134,STS-134,STS-134,377.5,4770.0,2,13.72,13.72
1150,1151,483,4,"Zhai, Zhigang",翟志刚,male,1966,China,military,China-1,2008,1,1,commander,2008,Shenzhou 7,Shenzhou 7,Shenzhou 7,Shenzhou 7,68.0,68.0,1,0.23,0.23
1151,1152,484,5,"Liu, Boming",刘伯明,male,1966,China,military,China-1,2008,1,1,flight engineer,2008,Shenzhou 7,Shenzhou 7,Shenzhou 7,Shenzhou 7,68.0,68.0,1,0.03,0.03
1152,1153,485,6,"Jing, Haipeng",景海鹏,male,1966,China,military,China-1,2008,1,3,flight engineer,2008,Shenzhou 7,Shenzhou 7,Shenzhou 7,Shenzhou 7,68.0,1146.0,0,0.0,0.0
1153,1154,485,6,"Jing, Haipeng",景海鹏,male,1966,China,military,China-1,2008,2,3,commander,2012,Shenzhou 9,Shenzhou 9,Shenzhou 9,Shenzhou 9,303.5,1146.0,0,0.0,0.0
1154,1155,485,6,"Jing, Haipeng",景海鹏,male,1966,China,military,China-1,2008,3,3,commander,2016,Shenzhou 11,Shenzhou 11,Shenzhou 11,Shenzhou 11,774.5,1146.0,0,0.0,0.0
1155,1156,486,309,"Garriott, Richard Allen","Garriott, Richard Allen",male,1961,U.K./U.S.,civilian,,2007,1,1,Space tourist,2008,Soyuz TMA-13,Soyuz TMA-13,Soyuz TMA-13,Soyuz TMA-12,284.89,284.89,0,0.0,0.0
1156,1157,487,310,"Boe, Eric A.","Boe, Eric A.",male,1964,U.S.,military,NASA- 18,2000,1,2,pilot,2008,STS-126,STS-126,STS-126,STS-126,380.0,687.0,0,0.0,0.0
1157,1158,487,310,"Boe, Eric A.","Boe, Eric A.",male,1964,U.S.,military,NASA- 18,2000,2,2,pilot,2011,STS-133,STS-133,STS-133,STS-133,307.0,687.0,0,0.0,0.0
1158,1159,488,311,"Bowen, Stephen G.","Bowen, Stephen G.",male,1964,U.S.,military,NASA- 18,2000,1,3,MSP,2008,STS-126,STS-126,STS-126,STS-126,380.0,970.0,3,19.85,47.3
1159,1160,488,311,"Bowen, Stephen G.","Bowen, Stephen G.",male,1964,U.S.,military,NASA- 18,2000,2,3,MSP,2010,STS-132,STS-132,STS-132,STS-132,283.0,970.0,2,14.57,47.3
1160,1161,488,311,"Bowen, Stephen G.","Bowen, Stephen G.",male,1964,U.S.,military,NASA- 18,2000,3,3,MSP,2011,STS-133,STS-133,STS-133,STS-133,307.0,970.0,2,12.8,47.3
1161,1162,489,312,"Kimbrough, Robert S.","Kimbrough, Robert S.",male,1967,U.S.,military,NASA- 19,2004,1,2,MSP,2008,STS-126,STS-126,STS-126,STS-126,380.0,10763.25,0,0.0,26.0
1162,1163,489,312,"Kimbrough, Robert S.","Kimbrough, Robert S.",male,1967,U.S.,military,NASA- 19,2004,2,2,flight engineer,2016,49,Soyuz MS-02,ISS,Soyuz MS-02,10383.25,10763.25,4,26.0,26.0
1163,1164,490,313,"Antonelli, Dominic A.","Antonelli, Dominic A.",male,1967,U.S.,military,NASA- 18,2000,1,2,pilot,2009,STS-119,STS-119,STS-119,STS-119,287.5,579.0,0,0.0,0.0
1164,1165,490,313,"Antonelli, Dominic A.","Antonelli, Dominic A.",male,1967,U.S.,military,NASA- 18,2000,2,2,pilot,2010,STS-132,STS-132,STS-132,STS-132,281.5,579.0,0,0.0,0.0
1165,1166,491,314,"Acaba, Joseph M.","Acaba, Joseph M.",male,1967,U.S.,civilian,NASA- 19,2004,1,3,MSP,2009,STS-119,STS-119,STS-119,STS-119,307.0,7272.23,2,12.95,19.93
1166,1167,491,314,"Acaba, Joseph M.","Acaba, Joseph M.",male,1967,U.S.,civilian,NASA- 19,2004,2,3,flight engineer,2012,31,Soyuz TMA-04M,ISS,Soyuz TMA-04M,2928.0,7272.23,0,0.0,19.93
1167,1168,491,314,"Acaba, Joseph M.","Acaba, Joseph M.",male,1967,U.S.,civilian,NASA- 19,2004,3,3,flight engineer,2017,53,Soyuz MS-06,ISS,Soyuz MS-06,4037.23,7272.23,1,6.98,19.93
1168,1169,492,315,"Arnold, Richard R., II","Arnold, Richard R., II",male,1963,U.S.,civilian,NASA- 19,2004,1,2,MSP,2009,STS-119,STS-119,STS-119,STS-119,307.0,307.0,2,12.57,32.07
1169,1170,492,315,"Arnold, Richard R., II","Arnold, Richard R., II",male,1963,U.S.,civilian,NASA- 19,2004,2,2,flight engineer,2018,55,Soyuz MS-08,ISS,Soyuz MS-08,4722.0,307.0,3,19.5,32.07
1170,1171,493,316,"Barratt, Michael R.","Barratt, Michael R.",male,1959,U.S.,civilian,NASA- 18,2000,1,2,flight engineer,2009,19,Soyuz TMA-14,ISS,Soyuz TMA-14,4778.0,5085.0,1,5.1,5.1
1171,1172,493,316,"Barratt, Michael R.","Barratt, Michael R.",male,1959,U.S.,civilian,NASA- 18,2000,2,2,MSP,2011,STS-133,STS-133,STS-133,STS-133,307.0,5085.0,0,0.0,5.1
1172,1173,494,317,"Johnson, Gregory C.","Johnson, Gregory C.",male,1954,U.S.,civilian,NASA- 17,1998,1,1,pilot,2009,STS-125,STS-125,STS-125,STS-125,309.63,309.63,0,0.0,0.0
1173,1174,495,318,"Good, Michael T.","Good, Michael T.",male,1962,U.S.,military,NASA Astronaut Group 18,2000,1,2,MSP,2009,STS-125,STS-125,STS-125,STS-125,309.0,591.15,2,16.08,30.0
1174,1175,495,318,"Good, Michael T.","Good, Michael T.",male,1962,U.S.,military,NASA Astronaut Group 19,2000,2,2,MSP,2010,STS-132,STS-132,STS-132,STS-132,282.15,591.15,2,13.92,30.0
1175,1176,496,319,"McArthur, K. Megan","McArthur, K. Megan",female,1971,U.S.,civilian,NASA- 18,2000,1,1,MSP,2009,STS-125,STS-125,STS-125,STS-125,309.0,309.0,0,0.0,0.0
1176,1177,497,320,"Feustel, Andrew J.","Feustel, Andrew J.",male,1965,U.S.,civilian,NASA- 18,2000,1,3,MSP,2009,STS-125,STS-125,STS-125,STS-125,309.0,687.0,3,21.0,61.8
1177,1178,497,320,"Feustel, Andrew J.","Feustel, Andrew J.",male,1965,U.S.,civilian,NASA- 18,2000,2,3,MSP,2011,STS-134,STS-134,STS-134,STS-134,378.0,687.0,3,21.3,61.8
1178,1179,497,320,"Feustel, Andrew J.","Feustel, Andrew J.",male,1965,U.S.,civilian,NASA- 18,2000,3,3,flight engineer,2018,55,Soyuz MS-08,ISS,Soyuz MS-08,4722.0,687.0,3,19.5,61.8
1179,1180,498,103,"Romanenko, Roman",Роман Юрьевич Романенко,male,1971,U.S.S.R/Russia,military,TsPK-12,1997,1,2,flight engineer,2009,20,Soyuz TMA­15,ISS,Soyuz TMA­15,4508.0,8003.02,0,0.0,6.62
1180,1181,498,103,"Romanenko, Roman",Роман Юрьевич Романенко,male,1971,U.S.S.R/Russia,military,TsPK-12,1997,2,2,flight engineer,2012,34,Soyuz TMA­07M,ISS,Soyuz TMA­07M,3494.0,8003.02,1,6.62,6.62
1181,1182,499,321,"Hurley, Douglas G.","Hurley, Douglas G.",male,1966,U.S.,military,NASA- 18,2000,1,2,pilot,2009,STS-127,STS-127,STS-127,STS-127,377.0,683.0,0,0.0,0.0
1182,1183,499,321,"Hurley, Douglas G.","Hurley, Douglas G.",male,1966,U.S.,military,NASA- 19,2000,2,2,pilot,2011,STS-135,STS-135,STS-135,STS-135,306.0,683.0,0,0.0,0.0
1183,1184,500,322,"Cassidy, Christopher J.","Cassidy, Christopher J.",male,1970,U.S.,military,NASA- 19,2004,1,2,MSP,2009,STS-127,STS-127,STS-127,STS-127,377.0,4744.0,3,18.08,31.23
1184,1185,500,322,"Cassidy, Christopher J.","Cassidy, Christopher J.",male,1970,U.S.,military,NASA- 19,2004,2,2,flight engineer,2013,35,Soyuz TMA-08M,ISS,Soyuz TMA-08M,3990.0,4744.0,3,13.5,31.23
1185,1186,501,323,"Marshburn, Thomas H.","Marshburn, Thomas H.",male,1960,U.S.,military,NASA- 19,2004,1,2,MSP,2009,STS-127,STS-127,STS-127,STS-127,376.0,3870.0,3,18.98,24.5
1186,1187,501,323,"Marshburn, Thomas H.","Marshburn, Thomas H.",male,1960,U.S.,military,NASA- 19,2004,2,2,flight engineer,2013,34,Soyuz TMA-07M,ISS,Soyuz TMA-07M,3494.0,3870.0,1,5.5,24.5
1187,1188,502,324,"Kopra, Timothy L.","Kopra, Timothy L.",male,1963,U.S.,military,NASA- 18,2000,1,2,MSP,2009,20,STS-127,ISS,STS-128,1317.0,3315.0,1,5.53,13.51
1188,1189,502,324,"Kopra, Timothy L.","Kopra, Timothy L.",male,1963,U.S.,military,NASA- 18,2000,2,2,flight engineer,2015,46,Soyuz TMA-19M,ISS,Soyuz TMA-19M,1920.0,3315.0,2,7.98,13.51
1189,1190,503,324,"Ford, Kevin A.","Ford, Kevin A.",male,1960,U.S.,military,NASA- 18,2000,1,2,pilot,2009,STS-128,STS-128,STS-128,STS-128,333.0,3781.0,0,0.0,0.0
1190,1191,503,324,"Ford, Kevin A.","Ford, Kevin A.",male,1960,U.S.,military,NASA- 18,2000,2,2,commander,2012,33,Soyuz TMA-06M,ISS,Soyuz TMA-06M,3448.0,3781.0,0,0.0,0.0
1191,1192,504,326,"Hernandez, Jose M.","Hernandez, Jose M.",male,1962,U.S.,civilian,NASA- 19,2004,1,1,MSP,2009,STS-128,STS-128,STS-128,STS-128,332.0,332.0,0,0.0,0.0
1192,1193,505,327,"Stott, Nicole P.","Stott, Nicole P.",female,1962,U.S.,civilian,2000 NASA group,2000,1,2,flight engineer,2009,20,STS-128,ISS,STS-129,1440.0,1747.0,1,6.58,6.58
1193,1194,505,327,"Stott, Nicole P.","Stott, Nicole P.",female,1962,U.S.,civilian,2000 NASA group,2000,2,2,MSP,2011,STS-133,STS-133,STS-133,STS-133,307.0,1747.0,0,0.0,6.58
1194,1195,506,104,"Surayev, Maksim",Максим Викторович Сураев,male,1972,U.S.S.R/Russia,military,TsPK-12,1997,1,2,commander,2014,40,Soyuz TMA­13M,ISS,Soyuz TMA­13M,3968.0,8028.18,1,3.68,9.42
1195,1196,506,104,"Surayev, Maksim",Максим Викторович Сураев,male,1972,U.S.S.R/Russia,military,TsPK-12,1997,2,2,commander,2009,21,Soyuz TMA­16,ISS,Soyuz TMA­16,4060.0,8028.18,1,5.73,9.42
1196,1197,507,9,Guy Laliberte,Guy Laliberte,male,1959,Canada,civilian,Space Tourist,2009,1,1,Other (Space tourist),2009,Soyuz TMA-16/14,Soyuz TMA-16,Soyuz TMA-16,Soyuz TMA-14,261.28,261.28,0,0.0,0.0
1197,1198,508,328,"Wilmore, Barry E.","Wilmore, Barry E.",male,1962,U.S.,military,2000 NASA group,2000,1,2,pilot,2009,STS-129,STS-129,STS-129,STS-129,259.0,4272.0,0,0.0,25.67
1198,1199,508,328,"Wilmore, Barry E.","Wilmore, Barry E.",male,1962,U.S.,military,2000 NASA group,2000,2,2,flight engineer,2014,41,Soyuz TMA-14M,ISS,Soyuz TMA-14M,4013.0,4272.0,4,25.67,25.67
1199,1200,509,329,"Bresnik, Randolph J.","Bresnik, Randolph J.",male,1967,U.S.,military,NASA- 19,2004,1,2,MSP,2009,STS-129,STS-129,STS-129,STS-129,259.0,3587.93,2,11.83,31.33
1200,1201,509,329,"Bresnik, Randolph J.","Bresnik, Randolph J.",male,1967,U.S.,military,NASA- 19,2004,2,2,flight engineer,2017,52,Soyuz MS-05,ISS,Soyuz MS-05,3328.93,3587.93,3,19.5,31.33
1201,1202,510,330,"Satcher, Robert L.","Satcher, Robert L.",male,1965,U.S.,civilian,2004 NASA Group 19,2004,1,1,MSP,2009,STS-129,STS-129,STS-129,STS-129,259.0,259.0,2,12.32,12.32
1202,1203,511,331,"Creamer, Timothy J.","Creamer, Timothy J.",male,1959,U.S.,military,NASA- 17,1998,1,1,flight engineer,2009,22,Soyuz TMA-17,ISS,Soyuz TMA-17,3912.0,3912.0,0,0.0,0.0
1203,1204,512,332,"Virts, Terry W., Jr.","Virts, Terry W., Jr.",male,1967,U.S.,military,2000 NASA group,2000,1,2,pilot,2010,STS-130,STS-130,STS-130,STS-130,330.1,5113.62,0,0.0,19.1
1204,1205,512,332,"Virts, Terry W., Jr.","Virts, Terry W., Jr.",male,1967,U.S.,military,2001 NASA group,2000,2,2,flight engineer,2014,42,Soyuz TMA-15M,ISS,Soyuz TMA-15M,4783.5,5113.62,3,19.1,19.1
1205,1206,513,105,"Skvortsov, Aleksandr Jr.",Александр Александрович Скворцов,male,1966,U.S.S.R/Russia,military,TsPK-12,1997,1,3,commander,2010,23,Soyuz TMA­18,ISS,Soyuz TMA­18,4225.0,12588.98,0,0.0,12.67
1206,1207,513,105,"Skvortsov, Aleksandr Jr.",Александр Александрович Скворцов,male,1966,U.S.S.R/Russia,military,TsPK-12,1997,2,3,commander,2014,39,Soyuz TMA­12M,ISS,Soyuz TMA­12M,4061.0,12588.98,2,12.67,12.67
1207,1208,513,105,"Skvortsov, Aleksandr Jr.",Александр Александрович Скворцов,male,1966,U.S.S.R/Russia,military,TsPK-12,1997,3,3,commander,2019,60,Soyuz MS-13,ISS,not completed yet,4302.98,12588.98,0,0.0,12.67
1208,1209,514,106,"Korniyenko, Mikhail",Михаил Борисович Корниенко,male,1960,U.S.S.R/Russia,civilian,RKKE-14,1998,1,2,flight engineer,2010,23,Soyuz TMA­18,ISS,Soyuz TMA­18,4225.0,12005.43,1,6.72,12.28
1209,1210,514,106,"Korniyenko, Mikhail",Михаил Борисович Корниенко,male,1960,U.S.S.R/Russia,civilian,RKKE-14,1998,2,2,flight engineer,2015,43,Soyuz TMA­16M,ISS,Soyuz TMA­18M,7798.0,12005.43,1,5.57,12.28
1210,1211,515,333,"Dutton, James P.","Dutton, James P.",male,1968,U.S.,military,NASA- 19,2004,1,1,pilot,2010,STS-131,STS-131,STS-131,STS-131,362.0,362.0,0,0.0,0.0
1211,1212,516,334,"Metcalf-Lindenburger, Dorothy M.","Metcalf-Lindenburger, Dorothy M.",female,1975,U.S.,civilian,NASA- 19,2004,1,1,MSP,2010,STS-131,STS-131,STS-131,STS-131,362.0,362.0,0,0.0,0.0
1212,1213,517,8,"Yamazaki, Naoko",山崎直子,female,1970,Japan,civilian,NASDA-4,1999,1,1,MSP,2010,STS-131,STS-131,STS-131,STS-131,362.8,362.8,0,0.0,0.0
1213,1214,518,335,"Walker, Shannon","Walker, Shannon",female,1965,U.S.,civilian,2004 NASA group,2004,1,1,flight engineer,2010,24,soyuz TMA-19,ISS,Soyuz TMA-19,3919.18,3919.18,0,0.0,0.0
1214,1215,519,107,"Skripochka, Oleg",Олег Иванович Скрипочка,male,1969,U.S.S.R/Russia,civilian,RKKE-14,1997,1,3,flight engineer,2010,25,Soyuz TMA­01M,ISS,Soyuz TMA­01M,3824.0,10653.3,3,16.65,16.65
1215,1216,519,107,"Skripochka, Oleg",Олег Иванович Скрипочка,male,1969,U.S.S.R/Russia,civilian,RKKE-14,1997,2,3,flight engineer,2016,47,Soyuz TMA­20M,ISS,Soyuz TMA­20M,4131.77,10653.3,0,0.0,16.65
1216,1217,519,107,"Skripochka, Oleg",Олег Иванович Скрипочка,male,1969,U.S.S.R/Russia,civilian,RKKE-14,1997,3,3,commander,2019,61,Soyuz MS-15,ISS,not completed yet,2697.53,10653.3,0,0.0,16.65
1217,1218,520,108,"Kondratyev, Dmitri",Дмитрий Юрьевич Кондратьев,male,1969,U.S.S.R/Russia,military,TsPK-12,1997,1,1,commander,2010,26,Soyuz TMA­20,ISS,Soyuz TMA­20,3823.0,3823.28,2,10.2,10.2
1218,1219,521,109,"Samokutyayev, Aleksandr",Александр Михайлович Самокутяев,male,1970,U.S.S.R/Russia,military,TsPK-13,2003,1,2,commander,2011,27,Soyuz TMA­21,ISS,Soyuz TMA­21,3941.0,7955.38,1,6.37,10.05
1219,1220,521,109,"Samokutyayev, Aleksandr",Александр Михайлович Самокутяев,male,1970,U.S.S.R/Russia,military,TsPK-13,2003,2,2,commander,2014,41,Soyuz TMA­14M,ISS,Soyuz TMA­14M,4013.0,7955.38,1,3.63,10.05
1220,1221,522,110,"Borisenko, Andrei",Андрей Иванович Борисенко,male,1964,U.S.S.R/Russia,military,RKKE-15,2003,1,2,flight engineer,2011,27,Soyuz TMA­21,ISS,Soyuz TMA­21,3941.0,14324.25,0,0.0,0.0
1221,1222,522,110,"Borisenko, Andrei",Андрей Иванович Борисенко,male,1964,U.S.S.R/Russia,military,RKKE-15,2003,2,2,flight engineer,2016,49,Soyuz MS-02,ISS,Soyuz MS-02,10383.25,14324.25,0,0.0,0.0
1222,1223,523,9,"Furukawa, Satoshi",古川聡,male,1964,Japan,civilian,NASDA-4,1999,1,1,flight engineer,2011,28,Soyuz TMA-02M,ISS,Soyuz TMA-02M,4014.0,4014.0,0,0.0,0.0
1223,1224,524,111,"Shkaplerov, Anton",Антон Николаевич Шкаплеров,male,1972,U.S.S.R/Russia,military,TsPK-13,2003,1,3,commander,2011,29,Soyuz TMA­22,ISS,Soyuz TMA­22,3967.0,12796.0,1,6.25,14.47
1224,1225,524,111,"Shkaplerov, Anton",Антон Николаевич Шкаплеров,male,1972,U.S.S.R/Russia,military,TsPK-13,2003,2,3,commander,2014,42,Soyuz TMA­15M,ISS,Soyuz TMA­15M,4792.0,12796.0,0,0.0,14.47
1225,1226,524,111,"Shkaplerov, Anton",Антон Николаевич Шкаплеров,male,1972,U.S.S.R/Russia,military,TsPK-13,2003,3,3,commander,2017,54,Soyuz MS-07,ISS,Soyuz MS-07,4037.0,12796.0,1,8.22,14.47
1226,1227,525,112,"Ivanishin, Anatoli",Анатолий Алексеевич Иванишин,male,1969,U.S.S.R/Russia,military,TsPK-13,2003,1,2,commander,2011,29,Soyuz TMA­22,ISS,Soyuz TMA­22,3967.0,6729.0,0,0.0,0.0
1227,1228,525,112,"Ivanishin, Anatoli",Анатолий Алексеевич Иванишин,male,1969,U.S.S.R/Russia,military,TsPK-13,2003,2,2,flight engineer,2016,48,Soyuz MS-01,ISS,Soyuz MS-01,2762.0,6729.0,0,0.0,0.0
1228,1229,526,113,"Revin, Sergei",Сергей Николаевич Ревин,male,1966,U.S.S.R/Russia,civilian,RKKE-12,1996,1,1,flight engineer,2012,31,Soyuz TMA­04M,ISS,Soyuz TMA­04M,2999.0,2999.87,0,0.0,0.0
1229,1230,527,7,"Liu, Wang",刘旺,male,1969,China,military,China-1,2012,1,1,flight engineer,2012,Shenzhou 9,Shenzhou 9,Shenzhou 9,Shenzhou 9,303.5,312.0,0,0.0,0.0
1230,1231,528,8,"Liu, Yang",刘洋,female,1978,China,military,China-2,2012,1,1,flight engineer,2012,Shenzhou 9,Shenzhou 9,Shenzhou 9,Shenzhou 9,303.5,312.0,0,0.0,0.0
1231,1232,529,114,"Novitski, Oleg",Олег Викторович Новицкий,male,1971,U.S.S.R/Russia,military,TsPK-14,2006,1,2,commander,2012,33,Soyuz TMA­06M,ISS,Soyuz TMA­06M,3448.0,8169.83,0,0.0,0.0
1232,1233,529,114,"Novitski, Oleg",Олег Викторович Новицкий,male,1971,U.S.S.R/Russia,military,TsPK-14,2006,2,2,commander,2016,50,Soyuz MS-03,ISS,Soyuz MS-03,4721.83,8169.83,0,0.0,0.0
1233,1234,530,115,"Tarelkin, Yevgeni",Евгений Игоревич Тарелкин,male,1974,U.S.S.R/Russia,military,TsPK-13,2003,1,1,flight engineer,2012,33,Soyuz TMA­06M,ISS,Soyuz TMA­06M,3448.0,3448.25,0,0.0,0.0
1234,1235,531,116,"Misurkin, Aleksandr",Александр Александрович Мисуркин,male,1977,U.S.S.R/Russia,military,TsPK-14,2006,1,2,flight engineer,2013,35,Soyuz TMA-08M,ISS,Soyuz TMA-08M,3990.25,8027.5,3,20.03,28.25
1235,1236,531,116,"Misurkin, Aleksandr",Александр Александрович Мисуркин,male,1977,U.S.S.R/Russia,military,TsPK-14,2006,2,2,commander,2017,53,Soyuz MS-06,ISS,Soyuz TMA-08M,4037.25,8027.5,1,8.22,28.25
1236,1237,532,6,"Parmitano, Luca","Parmitano, Luca",male,1976,Italy,military,2009 ESA Group,2009,1,2,flight engineer,2013,36,Soyuz TMA-09M,ISS,Soyuz TMA-09M,3990.28,8293.31,2,7.65,26.88
1237,1238,532,6,"Parmitano, Luca","Parmitano, Luca",male,1976,Italy,military,2009 ESA Group,2009,2,2,flight engineer,2019,,Soyuz MS-13,ISS,not completed yet,4303.03,8293.31,3,19.23,26.88
1238,1239,533,9,"Zhang, Xiaoguang",张晓光,male,1968,China,military,China-1,2013,1,1,flight engineer,2013,Shenzhou 10,Shenzhou 10,Shenzhou 10,Shenzhou 10,350.0,350.0,0,0.0,0.0
1239,1240,534,10,"Wang, Yapi",王亚平,male,1980,China,military,China-2,2013,1,1,flight engineer,2013,Shenzhou 10,Shenzhou 10,Shenzhou 10,Shenzhou 10,350.0,350.0,0,0.0,0.0
1240,1241,535,117,"Ryazanski, Sergei",Сергей Николаевич Рязанский,male,1974,U.S.S.R/Russia,civilian,IMBP-6,2003,1,2,flight engineer,2013,37,Soyuz TMA­10M,ISS,Soyuz TMA­10M,3990.0,7318.93,3,19.92,26.92
1241,1242,535,117,"Ryazanski, Sergei",Сергей Николаевич Рязанский,male,1974,U.S.S.R/Russia,civilian,IMBP-6,2003,2,2,commander,2017,52,Soyuz MS-05,ISS,Soyuz MS-05,3328.93,7318.93,1,7.0,26.92
1242,1243,536,336,"Hopkins, Michael Scott","Hopkins, Michael Scott",male,1968,U.S.,military,2009 NASA group,2009,1,1,flight engineer,2013,37,Soyuz TMA-10M,ISS,Soyuz TMA-10M,3990.42,3990.42,2,12.97,12.97
1243,1244,537,118,"Artemyev, Oleg",Олег Германович Артемьев,male,1970,U.S.S.R/Russia,military,RKKE-15,2003,1,2,flight engineer,2014,39,Soyuz TM­A12M,ISS,Soyuz TM­A12M,4062.0,8784.0,2,12.57,20.34
1244,1245,537,118,"Artemyev, Oleg",Олег Германович Артемьев,male,1970,U.S.S.R/Russia,military,RKKE-15,2003,2,2,commander,2018,55,Soyuz MS-08,ISS,Soyuz MS-08,4722.0,8784.0,1,7.77,20.34
1245,1246,538,337,"Wiseman, Gregory Reid","Wiseman, Gregory Reid",male,1975,U.S.,military,2009 NASA group,2009,1,1,MSP,2014,40,Soyuz TMA-13M,ISS,Soyuz TMA-13M,3968.1,3968.1,2,12.78,12.78
1246,1247,539,11,"Gerst, Alexander","Gerst, Alexander",male,1976,Germany,civilian,ESA-3/EAC,2009,1,2,flight engineer,2014,40,Soyuz TMA-13M,ISS,Soyuz TMA-13M,3968.02,8689.84,1,6.22,6.22
1247,1248,539,11,"Gerst, Alexander","Gerst, Alexander",male,1976,Germany,civilian,ESA-3/EAC,2009,2,2,flight engineer,2018,56,Soyuz MS-09,ISS,Soyuz MS-09,4721.82,8689.84,0,0.0,6.22
